,name,year,selling_price,km_driven,fuel,mileage(km/ltr/kg),engine,max_power,seats
5935,Renault Duster 85PS,2016,535000,50000,Diesel,19.87,1461.0,83.8,5.0
5936,Hyundai i10 Magna,2009,142000,110000,Petrol,20.36,1197.0,78.9,5.0
5937,Maruti Baleno Sigma,2017,515000,23000,Petrol,21.4,1197.0,83.1,5.0
5938,Datsun GO T,2016,335000,40000,Petrol,20.63,1198.0,67.0,5.0
5939,Hyundai Creta 1.4,2017,957000,60000,Diesel,21.38,1396.0,88.7,5.0
5940,Maruti Swift Dzire,2017,605000,127000,Diesel,28.4,1248.0,74.02,5.0
5941,Tata Manza Club,2013,316000,140000,Diesel,21.02,1248.0,88.76,5.0
5942,Renault Triber RXZ,2019,675000,5000,Petrol,20.0,999.0,72.0,7.0
5943,Maruti Swift Dzire,2015,520000,70000,Diesel,26.59,1248.0,74.0,5.0
5944,Maruti Swift Dzire,2011,265000,60000,Diesel,19.3,1248.0,73.9,5.0
5945,Volkswagen Polo 1.2,2016,395000,40000,Petrol,16.2,1199.0,74.0,5.0
5946,Volkswagen Polo 1.2,2016,385000,40000,Petrol,16.2,1199.0,74.0,5.0
5947,Maruti Wagon R,2009,142000,70000,Petrol,18.9,1061.0,67.0,5.0
5948,Hyundai i10 Era,2009,160000,35000,Petrol,19.81,1086.0,68.05,5.0
5949,Tata Indigo CS,2012,180000,50000,Diesel,19.09,1396.0,69.0,5.0
5950,Honda City V,2013,480000,42462,Petrol,16.8,1497.0,116.3,5.0
5951,Maruti Swift VDI,2015,470000,54723,Diesel,25.2,1248.0,74.0,5.0
5952,Maruti Ignis 1.2,2018,480000,20375,Petrol,20.89,1197.0,81.8,5.0
5953,Maruti Swift ZDI,2013,450000,43978,Diesel,28.4,1248.0,74.0,5.0
5954,Maruti Swift Dzire,2017,520000,28832,Diesel,23.4,1248.0,74.0,5.0
5955,Ford Figo Titanium,2019,700000,3177,Petrol,18.5,1194.0,94.93,5.0
5956,Hyundai Grand i10,2015,400000,39414,Petrol,18.9,1197.0,81.86,5.0
5957,Tata Indica V2,2012,200000,30078,Petrol,15.3,1396.0,70.0,5.0
5958,Hyundai EON Magna,2012,250000,44588,Petrol,21.1,814.0,55.2,5.0
5959,Maruti Celerio ZXI,2015,400000,49907,Petrol,21.63,998.0,67.04,5.0
5960,Maruti Swift VXI,2013,371000,67082,Petrol,21.21,1197.0,81.8,5.0
5961,Hyundai Grand i10,2016,450000,40000,Petrol,18.9,1197.0,82.0,5.0
5962,Ford EcoSport 1.5,2016,570000,112879,Diesel,23.0,1498.0,98.96,5.0
5963,Honda Brio S,2013,300000,80000,Petrol,19.4,1198.0,86.8,5.0
5964,Hyundai i20 1.2,2017,620000,25000,Petrol,18.6,1197.0,81.83,5.0
5965,Honda City i-VTEC,2018,949000,10200,Petrol,17.4,1497.0,117.6,5.0
5966,Mahindra Bolero 2011-2019,2018,750000,60000,Diesel,16.5,1493.0,70.0,7.0
5967,Maruti Celerio VXI,2017,350000,20000,Petrol,23.1,998.0,67.04,5.0
5968,Mahindra XUV500 W10,2017,1250000,60000,Diesel,16.0,2179.0,140.0,7.0
5969,Renault KWID 1.0,2016,270000,30000,Petrol,23.01,999.0,67.0,5.0
5970,Hyundai EON Magna,2013,235000,40000,Petrol,21.1,814.0,55.2,5.0
5971,Maruti Swift VXI,2016,500000,60000,Petrol,20.4,1197.0,81.8,5.0
5972,Maruti Alto LXi,2012,220000,111000,Petrol,19.7,796.0,46.3,5.0
5973,Maruti Swift Dzire,2014,380000,70000,Diesel,23.4,1248.0,74.0,5.0
5974,Maruti Alto K10,2010,160000,100000,Petrol,20.92,998.0,67.1,5.0
5975,Maruti Alto K10,2010,160000,100000,Petrol,20.92,998.0,67.1,5.0
5976,Hyundai EON 1.0,2017,339000,25000,Petrol,20.3,998.0,68.05,5.0
5977,Ford Fiesta Classic,2011,229999,100000,Petrol,15.3,1596.0,99.6,5.0
5978,Mahindra KUV 100,2016,400000,35000,Diesel,25.32,1198.0,77.0,6.0
5979,Hyundai Xcent 1.2,2018,470000,25000,Diesel,25.4,1186.0,73.97,5.0
5980,Maruti 800 Std,2003,45000,58000,Petrol,16.1,796.0,37.0,4.0
5981,Ford Aspire Titanium,2019,575000,20000,Petrol,19.4,1194.0,94.93,5.0
5982,Datsun RediGO SV,2019,325000,1300,Petrol,22.5,999.0,67.0,5.0
5983,Maruti 800 AC,1997,50000,120000,Petrol,16.1,796.0,37.0,4.0
5984,Maruti Wagon R,2014,350000,15000,Petrol,20.51,998.0,67.04,5.0
5985,Jaguar XE 2016-2019,2017,2711000,9000,Diesel,13.6,1999.0,177.0,5.0
5986,Lexus ES 300h,2019,5150000,20000,Petrol,22.37,2487.0,214.56,5.0
5987,Jaguar XF 2.0,2017,3200000,45000,Diesel,19.33,1999.0,177.0,5.0
5988,Tata Safari Storme,2015,503000,110000,Diesel,14.1,2179.0,147.94,7.0
5989,Volvo XC40 D4,2019,3800000,20000,Diesel,18.0,1969.0,190.0,5.0
5990,Toyota Camry 2.5,2016,2000000,68089,Petrol,19.16,2494.0,157.7,5.0
5991,Maruti Wagon R,2013,225000,58343,Petrol,21.79,998.0,67.05,5.0
5992,Maruti Baleno Alpha,2018,740000,38817,Diesel,27.39,1248.0,74.0,5.0
5993,Honda Jazz VX,2016,550000,56494,Petrol,18.2,1199.0,88.7,5.0
5994,Toyota Innova 2.5,2013,750000,79328,Diesel,12.99,2494.0,100.6,7.0
5995,Maruti Swift AMT,2019,650000,5621,Petrol,22.0,1197.0,81.8,5.0
5996,Toyota Etios VX,2017,625000,25538,Petrol,16.78,1496.0,88.73,5.0
5997,Maruti Swift AMT,2018,600000,69779,Petrol,22.0,1197.0,81.8,5.0
5998,Hyundai Grand i10,2017,450000,56290,Diesel,24.0,1186.0,73.97,5.0
5999,BMW X4 M,2019,5400000,7500,Diesel,16.78,1995.0,190.0,5.0
6000,BMW X4 M,2019,5500000,8500,Diesel,16.78,1995.0,190.0,5.0
6001,Honda Amaze V,2019,779000,7032,Petrol,19.0,1199.0,88.76,5.0
6002,Skoda Rapid 1.6,2016,645000,11000,Petrol,14.3,1598.0,103.5,5.0
6003,Volvo V40 D3,2018,2475000,2000,Diesel,16.8,1984.0,150.0,5.0
6004,Renault KWID RXT,2016,300000,25000,Petrol,25.17,799.0,53.3,5.0
6005,Nissan Terrano XL,2014,540000,150000,Diesel,19.01,1461.0,108.5,5.0
6006,Maruti Celerio ZXI,2018,580000,10000,Petrol,23.1,998.0,67.04,5.0
6007,Hyundai Creta 1.6,2015,1000000,70000,Diesel,19.67,1582.0,126.2,5.0
6008,Tata Zest Quadrajet,2017,459999,80000,Diesel,22.95,1248.0,74.0,5.0
6009,Maruti Swift VDI,2015,635000,50000,Diesel,25.2,1248.0,74.0,5.0
6010,Hyundai Verna 1.6,2014,650000,83000,Diesel,22.32,1582.0,126.32,5.0
6011,Maruti Swift Dzire,2013,525000,116000,Diesel,23.4,1248.0,74.0,5.0
6012,Fiat Grande Punto,2015,350000,60000,Petrol,15.8,1172.0,67.1,5.0
6013,Maruti Swift Dzire,2008,320000,175802,Diesel,19.3,1248.0,73.9,5.0
6014,Toyota Innova 2.5,2006,450000,192000,Diesel,12.8,2494.0,102.0,8.0
6015,Volkswagen Vento Petrol,2011,227000,73840,Petrol,15.04,1598.0,103.6,5.0
6016,Mahindra Bolero DI,2011,325000,162000,Diesel,13.6,2523.0,63.0,8.0
6017,Datsun RediGO AMT,2018,275000,20000,Petrol,23.0,999.0,67.0,5.0
6018,Hyundai Grand i10,2013,300000,75000,Petrol,18.9,1197.0,82.0,5.0
6019,Mahindra Scorpio SLE,2011,400000,320000,Diesel,12.05,2179.0,120.0,8.0
6020,Volkswagen Vento 1.5,2015,550000,120000,Diesel,20.34,1498.0,103.2,5.0
6021,Maruti Swift VXI,2016,550000,20000,Petrol,20.4,1197.0,81.8,5.0
6022,Skoda Rapid Monte,2017,900000,40000,Diesel,21.66,1498.0,108.6,5.0
6023,Maruti Alto LXi,2010,165000,20000,Petrol,19.7,796.0,46.3,5.0
6024,Hyundai EON Magna,2014,210000,70000,Petrol,21.1,814.0,55.2,5.0
6025,Renault Duster 110PS,2016,650000,30000,Diesel,19.64,1461.0,108.45,5.0
6026,Mahindra XUV500 W8,2014,680000,120000,Diesel,15.1,2179.0,140.0,7.0
6027,Renault KWID 1.0,2019,390000,25000,Petrol,23.01,999.0,67.0,5.0
6028,Renault KWID RXL,2016,260000,80000,Petrol,25.17,799.0,53.3,5.0
6029,Maruti Swift Dzire,2013,450000,67000,Petrol,19.1,1197.0,85.8,5.0
6030,Hyundai i10 Era,2008,130000,120000,Petrol,19.81,1086.0,68.05,5.0
6031,Maruti Vitara Brezza,2019,890000,9000,Diesel,24.3,1248.0,88.5,5.0
6032,Volvo XC40 D4,2019,3800000,20000,Diesel,18.0,1969.0,190.0,5.0
6033,Volkswagen Jetta 1.6,2010,225000,80000,Petrol,14.0,1595.0,102.0,5.0
6034,Toyota Fortuner 2.8,2018,3200000,60000,Diesel,15.04,2755.0,174.5,7.0
6035,Tata Manza Aura,2010,210000,120000,Diesel,21.12,1248.0,88.8,5.0
6036,Toyota Land Cruiser,2014,3500000,60000,Diesel,11.0,2982.0,170.3,7.0
6037,Honda City i,2014,750000,80000,Diesel,25.1,1498.0,98.6,5.0
6038,Chevrolet Tavera Neo,2011,350000,120000,Diesel,12.2,2499.0,80.0,10.0
6039,Honda Civic ZX,2019,2000000,24857,Petrol,16.5,1799.0,139.46,5.0
6040,Hyundai EON 1.0,2017,270000,26442,Petrol,20.3,998.0,68.05,5.0
6041,Maruti Ertiga BSIV,2017,700000,35000,Petrol,17.5,1373.0,91.1,7.0
6042,Maruti Alto LXi,2010,130000,28000,Petrol,19.7,796.0,46.3,5.0
6043,Maruti Ertiga ZDI,2015,650000,80000,Diesel,20.77,1248.0,88.8,7.0
6044,Maruti Alto LX,2005,55000,39000,Petrol,19.7,796.0,46.3,5.0
6045,Maruti Wagon R,2017,475000,20000,Petrol,20.51,998.0,67.0,5.0
6046,Nissan Sunny Diesel,2013,325000,50000,Diesel,21.64,1461.0,84.8,5.0
6047,Honda Jazz 1.2,2017,615000,40000,Petrol,19.0,1199.0,88.7,5.0
6048,Hyundai Grand i10,2015,390000,15000,Petrol,18.9,1197.0,82.0,5.0
6049,Maruti Swift AMT,2019,650000,15000,Petrol,22.0,1197.0,81.8,5.0
6050,Maruti Swift VXI,2015,440000,30000,Petrol,20.4,1197.0,81.8,5.0
6051,Honda City i,2014,600000,70000,Diesel,26.0,1498.0,98.6,5.0
6052,Chevrolet Spark 1.0,2012,170000,80000,Petrol,16.2,995.0,62.1,5.0
6053,Mahindra Bolero 2011-2019,2013,499000,80000,Diesel,15.96,2523.0,63.0,9.0
6054,Hyundai i20 Asta,2012,525000,120000,Diesel,22.54,1396.0,88.73,5.0
6055,Nissan Terrano XL,2015,580000,90000,Diesel,20.45,1461.0,83.8,5.0
6056,Chevrolet Enjoy 1.3,2016,420000,110000,Diesel,18.2,1248.0,73.74,7.0
6057,Toyota Innova 2.5,2015,1300000,120000,Diesel,12.99,2494.0,100.6,7.0
6058,Hyundai Verna 1.6,2016,800000,80000,Diesel,23.9,1582.0,126.2,5.0
6059,Maruti Swift VXI,2020,600000,5000,Petrol,21.21,1197.0,81.8,5.0
6060,Honda Brio 1.2,2017,400000,50000,Petrol,18.5,1198.0,86.8,5.0
6061,Maruti Swift Dzire,2017,700000,65000,Diesel,26.59,1248.0,74.0,5.0
6062,Maruti Baleno Alpha,2017,800000,35000,Diesel,27.39,1248.0,74.0,5.0
6063,Honda Jazz 1.5,2015,600000,90000,Diesel,27.3,1498.0,98.6,5.0
6064,Maruti Swift VDI,2016,580000,100000,Diesel,25.2,1248.0,74.0,5.0
6065,Renault KWID RXT,2016,350000,15000,Petrol,25.17,799.0,53.3,5.0
6066,Ford Figo Diesel,2011,204999,147000,Diesel,20.0,1399.0,68.0,5.0
6067,Mahindra XUV500 W10,2017,1350000,20000,Diesel,16.0,2179.0,140.0,7.0
6068,Hyundai i20 Asta,2009,310000,120000,Diesel,23.0,1396.0,90.0,5.0
6069,Toyota Innova 2.5,2011,700000,250000,Diesel,12.8,2494.0,102.0,7.0
6070,Ford Figo 1.5D,2016,459999,69000,Diesel,25.83,1498.0,99.0,5.0
6071,Maruti Ciaz ZDi,2017,860000,80000,Diesel,28.09,1248.0,88.5,5.0
6072,Hyundai i10 LPG,2012,275000,97000,LPG,19.0,1086.0,68.1,5.0
6073,Renault KWID RXT,2016,390000,15000,Petrol,25.17,799.0,53.3,5.0
6074,Tata Hexa XT,2018,1525000,50000,Diesel,17.6,2179.0,153.86,7.0
6075,Maruti Alto LX,2005,110000,50800,Petrol,19.7,796.0,46.3,5.0
6076,Maruti Celerio ZXI,2017,484999,10000,Petrol,23.1,998.0,67.04,5.0
6077,BMW 6 Series,2018,5830000,30000,Diesel,17.09,2993.0,261.4,4.0
6078,Maruti Alto LXi,2012,185000,60000,Petrol,19.7,796.0,46.3,5.0
6079,Hyundai Xcent 1.1,2018,665000,40142,Diesel,24.4,1120.0,71.0,5.0
6080,Hyundai i20 1.2,2019,721000,9400,Petrol,18.6,1197.0,81.83,5.0
6081,Mahindra KUV 100,2016,390000,62000,Diesel,25.32,1198.0,77.0,5.0
6082,Tata Manza Aura,2011,190000,90000,Diesel,18.8,1248.0,90.0,5.0
6083,Mahindra Thar CRDe,2019,975000,12584,Diesel,16.55,2498.0,105.0,6.0
6084,Datsun GO A,2016,275000,49000,Petrol,19.02,1198.0,67.05,5.0
6085,Maruti Alto 800,2016,315000,32000,Petrol,24.7,796.0,47.3,5.0
6086,Hyundai Elite i20,2019,685000,4300,Petrol,18.6,1197.0,81.86,5.0
6087,Maruti Swift VXI,2019,595000,14548,Petrol,21.21,1197.0,81.8,5.0
6088,Ford EcoSport 1.5,2018,900000,44772,Diesel,23.0,1498.0,98.96,5.0
6089,Maruti Ertiga ZDI,2018,950000,48500,Diesel,25.47,1248.0,88.5,7.0
6090,Maruti Alto 800,2016,275000,38000,Petrol,24.7,796.0,47.3,5.0
6091,Hyundai i20 2015-2017,2017,570000,28782,Petrol,18.6,1197.0,81.83,5.0
6092,Hyundai i20 Asta,2018,700000,28451,Petrol,18.6,1197.0,81.83,5.0
6093,Maruti Vitara Brezza,2018,910000,36500,Diesel,24.3,1248.0,88.5,5.0
6094,Maruti Swift Dzire,2018,751000,44885,Diesel,26.59,1248.0,74.0,5.0
6095,Hyundai EON Era,2014,225000,35000,Petrol,21.1,814.0,55.2,5.0
6096,Tata Indica Vista,2009,135000,110000,Diesel,17.0,1405.0,71.0,5.0
6097,Maruti Ertiga ZDI,2017,825000,79000,Diesel,25.47,1248.0,88.5,7.0
6098,Toyota Fortuner 4x2,2015,1650000,91000,Diesel,12.55,2982.0,168.5,7.0
6099,Maruti Vitara Brezza,2018,875000,50000,Diesel,24.3,1248.0,88.5,5.0
6100,Maruti Ciaz ZDi,2016,650000,81000,Diesel,28.09,1248.0,88.5,5.0
6101,Jeep Compass 1.4,2019,1450000,22000,Petrol,16.0,1368.0,160.0,5.0
6102,Hyundai Creta 1.6,2017,975000,41000,Diesel,20.5,1582.0,126.2,5.0
6103,Maruti Ertiga SHVS,2019,925000,50000,Diesel,24.52,1248.0,88.5,7.0
6104,Maruti Ertiga ZDI,2016,725000,66000,Diesel,20.77,1248.0,88.8,7.0
6105,Maruti Ertiga VDI,2013,550000,65000,Diesel,20.77,1248.0,88.76,7.0
6106,Hyundai i20 Diesel,2014,550000,76000,Diesel,22.54,1396.0,88.73,5.0
6107,Toyota Innova 2.5,2013,750000,95000,Diesel,12.8,2494.0,102.0,7.0
6108,Honda City 1.5,2013,475000,55000,Petrol,17.0,1497.0,118.0,5.0
6109,Datsun GO Plus,2017,325000,65000,Petrol,19.02,1198.0,67.05,7.0
6110,Maruti Ertiga VDI,2017,725000,76000,Diesel,25.47,1248.0,88.5,7.0
6111,Maruti Ertiga VXI,2018,775000,47000,Petrol,16.02,1373.0,93.7,7.0
6112,Maruti Swift Dzire,2017,625000,70000,Diesel,23.4,1248.0,74.0,5.0
6113,Maruti Swift ZDi,2014,470000,89000,Diesel,22.9,1248.0,74.0,5.0
6114,Toyota Innova Crysta,2017,1750000,98000,Diesel,13.68,2393.0,147.51,7.0
6115,Toyota Innova Crysta,2016,1650000,90000,Diesel,13.68,2393.0,147.51,7.0
6116,Hyundai Creta 1.4,2018,1050000,70000,Diesel,21.38,1396.0,88.7,5.0
6117,Maruti Swift VDI,2013,380000,57000,Diesel,22.9,1248.0,74.0,5.0
6118,Maruti Swift Dzire,2017,650000,70000,Diesel,26.59,1248.0,74.0,5.0
6119,Hyundai EON Era,2016,275000,49200,Petrol,21.1,814.0,55.2,5.0
6120,Honda Civic 1.8,2009,220000,125000,Petrol,13.5,1799.0,130.0,5.0
6121,Hyundai i10 Era,2008,200000,60000,Petrol,19.81,1086.0,68.05,5.0
6122,Maruti Eeco 5,2015,315000,120000,Petrol,15.37,1196.0,73.0,5.0
6123,Maruti Alto LXI,2004,90000,110000,Petrol,19.7,796.0,46.3,5.0
6124,Maruti Wagon R,2007,120000,70000,Petrol,18.9,1061.0,67.0,5.0
6125,Maruti Wagon R,2006,90000,168000,Petrol,18.9,998.0,67.1,5.0
6126,Mahindra XUV500 W10,2018,1500000,30000,Diesel,16.0,2179.0,140.0,7.0
6127,Hyundai Grand i10,2015,370000,60000,Diesel,24.0,1120.0,70.0,5.0
6128,Maruti Swift VDI,2016,595000,131111,Diesel,25.2,1248.0,74.0,5.0
6129,Mahindra Renault Logan,2007,150000,120000,Diesel,19.2,1461.0,65.0,5.0
6130,Maruti Swift Dzire,2012,400000,58400,Diesel,19.3,1248.0,73.9,5.0
6131,Maruti Alto K10,2016,310000,23400,Petrol,23.95,998.0,67.1,5.0
6132,Maruti Celerio VXI,2018,385000,50000,Petrol,23.1,998.0,67.04,5.0
6133,Mahindra XUV500 W8,2014,750000,90000,Diesel,15.1,2179.0,140.0,7.0
6134,Hyundai Santro Sportz,2019,521000,3010,Petrol,20.3,1086.0,68.0,5.0
6135,Tata Manza Aqua,2010,180000,80000,Diesel,21.12,1248.0,88.8,5.0
6136,Ford Fiesta EXi,2011,220000,155000,Diesel,17.8,1399.0,68.0,5.0
6137,Maruti 800 AC,1998,40000,70000,Petrol,16.1,796.0,37.0,4.0
6138,Hyundai Grand i10,2018,540000,4000,Petrol,18.9,1197.0,81.86,5.0
6139,Maruti Alto LXi,2007,140000,35000,Petrol,19.7,796.0,46.3,5.0
6140,Maruti Zen VXI,2003,200000,121000,Petrol,17.3,993.0,60.0,5.0
6141,Ford EcoSport 1.5,2015,650000,110000,Diesel,22.77,1498.0,98.59,5.0
6142,Ford Fiesta 1.4,2010,229999,170000,Diesel,17.8,1399.0,68.0,5.0
6143,Maruti Swift Vdi,2010,305000,175000,Diesel,17.8,1248.0,75.0,5.0
6144,Mahindra XUV500 W10,2018,1400000,30000,Diesel,16.0,1997.0,140.0,7.0
6145,Ford Fiesta 1.4,2008,200000,163000,Diesel,17.8,1399.0,68.0,5.0
6146,Ford Fiesta 1.4,2008,200000,163000,Diesel,17.8,1399.0,68.0,5.0
6147,Mahindra Xylo D2,2010,465000,77088,Diesel,14.0,2489.0,95.0,8.0
6148,Nissan Micra Diesel,2011,210000,110000,Diesel,23.08,1461.0,63.1,5.0
6149,Mahindra Bolero 2011-2019,2016,570000,136511,Diesel,15.96,2523.0,62.1,7.0
6150,Maruti Ertiga ZXI,2015,570000,80000,Petrol,16.02,1373.0,93.7,7.0
6151,Maruti Ertiga ZXI,2015,650000,60000,Petrol,16.02,1373.0,93.7,7.0
6152,Maruti Swift Dzire,2016,620000,36000,Petrol,20.85,1197.0,83.14,5.0
6153,Maruti Wagon R,2012,250000,65000,Petrol,18.9,998.0,67.1,5.0
6154,BMW X1 sDrive20d,2011,1000000,50000,Diesel,17.05,1995.0,184.0,5.0
6155,Maruti Wagon R,2012,300000,60000,LPG,26.2,998.0,58.2,5.0
6156,Fiat Grande Punto,2013,300000,82500,Diesel,20.3,1248.0,75.0,5.0
6157,Ford EcoSport 1.5,2018,810000,30000,Diesel,23.0,1498.0,98.96,5.0
6158,Chevrolet Cruze LTZ,2011,270000,100000,Diesel,18.3,1991.0,147.9,5.0
6159,Maruti Swift Dzire,2015,470000,70000,Diesel,26.59,1248.0,74.0,5.0
6160,Tata Zest Quadrajet,2017,400000,85000,Diesel,20.65,1248.0,88.7,5.0
6161,Maruti Wagon R,2014,300000,60000,Petrol,20.51,998.0,67.04,5.0
6162,Maruti Alto 800,2015,170000,20000,Petrol,22.74,796.0,47.3,5.0
6163,Renault Duster 110PS,2014,455999,80000,Diesel,19.01,1461.0,108.45,5.0
6164,Mahindra Xylo D2,2009,121000,100000,Diesel,13.0,2489.0,95.0,8.0
6165,Maruti Vitara Brezza,2016,650000,80000,Diesel,24.3,1248.0,88.5,5.0
6166,Tata Bolt Revotron,2017,350000,35000,Petrol,17.57,1193.0,88.7,5.0
6167,Chevrolet Beat Diesel,2013,125000,139000,Diesel,25.44,936.0,57.6,5.0
6168,Maruti Alto AX,2005,80000,90000,Petrol,19.7,796.0,46.3,5.0
6169,Honda City 2017-2020,2008,250000,100000,Petrol,17.7,1497.0,78.0,5.0
6170,Volkswagen Vento Diesel,2011,225000,90000,Diesel,20.54,1598.0,103.6,5.0
6171,Mahindra Bolero SLX,2007,215000,105000,Diesel,13.6,2523.0,63.0,7.0
6172,Hyundai Xcent 1.2,2017,450000,40000,Diesel,25.4,1186.0,73.97,5.0
6173,Hyundai Xcent 1.2,2017,509999,90000,Petrol,20.14,1197.0,81.86,5.0
6174,Maruti Alto 800,2015,245000,36710,Petrol,22.74,796.0,47.3,5.0
6175,Mahindra Supro LX,2018,400000,50000,Diesel,23.5,909.0,45.0,8.0
6176,Maruti SX4 S,2016,620000,28180,Diesel,23.65,1248.0,88.5,5.0
6177,Maruti SX4 S,2017,650000,44000,Diesel,23.65,1248.0,88.5,5.0
6178,Tata Harrier XZ,2019,1700000,15000,Diesel,17.0,1956.0,138.1,5.0
6179,Datsun GO Plus,2019,590000,4000,Petrol,19.72,1198.0,67.0,7.0
6180,Maruti Ritz VDi,2014,370000,30000,Diesel,23.2,1248.0,73.94,5.0
6181,Maruti Swift VXI,2013,350000,15000,Petrol,18.6,1197.0,85.8,5.0
6182,Maruti Baleno Alpha,2017,580000,20000,Petrol,21.4,1197.0,83.1,5.0
6183,Hyundai Grand i10,2018,450000,56000,Petrol,18.9,1197.0,81.86,5.0
6184,Hyundai i20 Active,2017,600000,19000,Petrol,17.19,1197.0,81.86,5.0
6185,Ford Endeavour 2.2,2016,2400000,30000,Diesel,12.62,2198.0,158.0,7.0
6186,Hyundai i20 1.2,2017,450000,70000,Petrol,18.6,1197.0,81.83,5.0
6187,Tata Indigo CS,2009,150000,30000,Diesel,19.09,1396.0,69.0,5.0
6188,Maruti Eeco 5,2019,400000,15000,Petrol,15.37,1196.0,73.0,5.0
6189,Maruti Alto 800,2013,185000,85000,Petrol,22.74,796.0,47.3,5.0
6190,Maruti Swift AMT,2018,625000,50000,Petrol,22.0,1197.0,81.8,5.0
6191,Hyundai i20 Active,2019,700000,20000,Petrol,17.19,1197.0,81.86,5.0
6192,Maruti Wagon R,2017,390000,25000,Petrol,20.51,998.0,67.04,5.0
6193,Tata Nexon 1.2,2018,625000,25000,Petrol,17.0,1198.0,108.5,5.0
6194,Maruti Swift Dzire,2014,400000,50000,Petrol,19.1,1197.0,85.8,5.0
6195,Hyundai i20 1.4,2011,380000,150000,Diesel,23.0,1396.0,90.0,5.0
6196,Toyota Corolla Altis,2009,400000,90000,Petrol,14.53,1794.0,138.1,5.0
6197,Tata Zest Revotron,2019,620000,100000,Petrol,17.57,1193.0,88.7,5.0
6198,Ford Fiesta Classic,2008,190000,180000,Diesel,17.8,1399.0,67.0,5.0
6199,Maruti Alto 800,2013,210000,50000,Petrol,22.74,796.0,47.3,5.0
6200,Maruti Ritz VDi,2012,270000,80000,Diesel,23.2,1248.0,73.94,5.0
6201,Maruti Zen Std,1999,45000,100000,Petrol,17.3,993.0,60.0,5.0
6202,Hyundai EON D,2014,220000,93000,Petrol,21.1,814.0,55.2,5.0
6203,Mahindra Bolero 2011-2019,2014,550000,11500,Diesel,15.96,2523.0,63.0,9.0
6204,Hyundai i20 Asta,2013,370000,120000,Petrol,18.5,1197.0,82.85,5.0
6205,Mahindra Xylo D2,2015,650000,50000,Diesel,14.95,2489.0,93.7,9.0
6206,Honda City V,2012,550000,120000,Petrol,16.8,1497.0,116.3,5.0
6207,Ford Fiesta 1.4,2010,225000,100000,Diesel,17.8,1399.0,68.0,5.0
6208,Maruti 800 Std,2004,40000,57000,Petrol,16.1,796.0,37.0,4.0
6209,Hyundai EON Era,2016,280000,60000,Petrol,21.1,814.0,55.2,5.0
6210,Ford Figo Aspire,2017,570000,44077,Petrol,17.01,1499.0,110.5,5.0
6211,Maruti Alto 800,2017,290000,90000,Petrol,24.7,796.0,47.3,5.0
6212,Hyundai i20 Active,2018,720000,50000,Diesel,21.19,1396.0,88.73,5.0
6213,Ford EcoSport 1.5,2017,800000,60000,Diesel,22.77,1498.0,98.59,5.0
6214,Hyundai i10 Era,2012,265000,20000,Petrol,19.81,1086.0,68.05,5.0
6215,Maruti Alto LX,2010,135000,90000,Petrol,19.7,796.0,46.3,5.0
6216,Ford Figo 1.5D,2016,350000,70000,Diesel,25.83,1498.0,99.0,5.0
6217,Chevrolet Enjoy 1.3,2016,490000,80000,Diesel,18.2,1248.0,73.74,8.0
6218,Hyundai Verna 1.6,2012,450000,72000,Diesel,22.32,1582.0,126.32,5.0
6219,Mahindra Scorpio 1.99,2016,950000,50000,Diesel,15.4,1997.0,120.0,7.0
6220,Maruti Swift Dzire,2012,355000,90000,Petrol,17.5,1298.0,85.8,5.0
6221,Hyundai Elite i20,2019,700000,17000,Petrol,18.6,1197.0,81.86,5.0
6222,Mahindra Scorpio VLX,2012,459999,70000,Diesel,12.05,2179.0,120.0,8.0
6223,Volkswagen Polo Diesel,2012,350000,74000,Diesel,22.07,1199.0,73.9,5.0
6224,Maruti Alto LX,2006,85000,60000,Petrol,19.7,796.0,46.3,5.0
6225,Maruti Alto 800,2016,290000,15000,Petrol,22.74,796.0,47.3,5.0
6226,Honda WR-V i-DTEC,2019,1000000,72000,Diesel,25.5,1498.0,98.6,5.0
6227,Tata Indica V2,2008,85000,25000,Petrol,16.84,1193.0,64.4,5.0
6228,Maruti Alto LXI,2003,65000,114000,Petrol,19.7,796.0,46.3,5.0
6229,Honda City 1.5,2005,75000,120000,Petrol,13.0,1493.0,100.0,5.0
6230,Skoda Octavia Ambiente,2003,100000,250000,Diesel,18.7,1896.0,66.0,5.0
6231,Tata Indica Vista,2009,170000,55768,Diesel,17.0,1405.0,71.0,5.0
6232,Hyundai Grand i10,2017,525000,40000,Petrol,18.9,1197.0,81.86,5.0
6233,Maruti Wagon R,2020,265000,70000,Petrol,21.79,998.0,67.05,5.0
6234,Tata Tigor 1.2,2018,459999,50000,Petrol,20.3,1199.0,84.0,5.0
6235,Maruti Alto K10,2017,250000,20000,Petrol,23.95,998.0,67.05,5.0
6236,Maruti Swift Dzire,2013,395000,70000,Diesel,23.4,1248.0,74.0,5.0
6237,Hyundai Grand i10,2014,375000,60000,Petrol,18.9,1197.0,82.0,5.0
6238,Tata Indica Vista,2009,120000,120000,Diesel,17.0,1405.0,71.0,5.0
6239,Maruti Ritz VDi,2011,290000,110000,Diesel,21.1,1248.0,73.9,5.0
6240,Tata Tiago 1.2,2017,409999,60000,Petrol,23.84,1199.0,84.0,5.0
